Label,DeltaG_3,logTOF,NCBG_HOMO,NCBG_LUMO,NCBG_I,NCBG_A,NCBG_Hardness,NCBG_Softness,NCBG_Electronegativity,NCBG_E_index,NCBG_N_index,NCBG_PEX,CBG_HOMO,CBG_LUMO,CBG_NBO_N,CBG_NI_rel,CBG_NBO_N-1,CBG_fk-,CBG_Nk,CBG_ENF,BB_HOMO,BB_LUMO,BB_wL,BB_wB1,BB_wB5,BB_vNH,BB_iNH,BB_NBO_N
Cat0,-5.846505769,3.919887795,-0.7607798826604403,0.29707537595719163,0.7067371498796545,0.379710664286014,0.567669956932053,0.6582713194869606,0.7876423915896021,0.40837871438128476,0.5191320322853406,0.4835333675140006,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat1,-7.788647591,4.935028327,-0.7468008512103192,-0.12676446166620536,0.6908591352410945,0.8120638274226419,0.40720460554870724,0.9176734409571629,0.9114667054533301,0.7623769913066675,0.27808088931571884,0.004876528096652672,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat2,-5.069021531,2.928665391,-0.9418766585142639,1.0,0.9319054581679709,-0.041523633419409685,0.9301909686713931,0.401724875622595,0.8645421823934302,0.300262503585278,0.706057098038668,0.8885078713512106,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat3,-6.267564626,3.608952136,-0.8053183381265214,0.5591844266076206,0.7344602085339915,0.17509147825148136,0.6634828053374363,0.5632110555962623,0.7480769754538373,0.31518369874293106,0.6726314615298995,0.5575497116151111,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat4,-4.338600503,2.21434131,-0.8513019942124459,0.9678937171325767,0.7929816669013601,-0.10984948502645231,0.8164882524506302,0.45766837484996703,0.7117415745673199,0.23184384600299257,0.9144192333370978,1.0,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat5,-7.505013309,3.8559528,-0.8626533881719426,0.5803118368853214,0.8204283625496088,0.014674261434946493,0.8017548626869607,0.46607868402732544,0.7775678924958742,0.2817966848772566,0.7523242223054238,0.5073147922336918,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat6,-2.276604372,2.510558121,-0.7666132378896261,0.8772026939754589,0.7156996641868985,-0.0453713831714439,0.7188996878481463,0.5197955403195451,0.6596375239655156,0.22617429970632194,0.9373411218861122,0.7924246809176843,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat7,-3.922561722,3.690365763,-0.7377617782425717,0.6695267091060061,0.6711506017557076,-0.04283450910992037,0.6742476904140459,0.5542189566895787,0.6184858585078884,0.21200247166587707,1.0,0.5841145426279224,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat8,-5.906746679,5.271262006,-0.7721050002450308,-0.3254912814835317,0.7208027378975533,1.0,0.3736808513906698,1.0,1.0,1.0,0.21200247143096923,0.14513794559350301,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
Cat9,-5.717238818,2.479740534,-1.0,0.8612418119752745,1.0,-0.05004904002494972,1.0,0.37368085062971373,0.92595182539699,0.32038902290861104,0.6617032938379996,0.3797011734324095,-0.9546292657860533,0.9475297511720159,-0.7455174768368632,0.664452853502201,-0.061424869454247126,-0.9009407858328723,-0.9330068378730512,0.18474552176473058,-0.7602872621897443,0.12112370790263421,0.8002159827213823,0.6472222222222223,0.6408629441624365,1.0,1.0,-0.8950371838797282
